experiment,base_name,ROI,channel,spot_count,plasmid
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,33,3,2,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,34,3,2,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,35,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,36,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,37,3,1,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,38,3,2,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,39,3,2,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,40,3,1,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,41,3,1,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,42,3,2,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,43,3,2,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,44,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,45,3,1,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,46,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,47,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,48,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,49,3,1,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,50,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,51,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,52,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,53,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,54,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,55,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,56,3,2,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,57,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,58,3,2,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,59,3,2,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,60,3,1,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,61,3,1,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen5-ZF2b_1_MMStack_Pos-9-003_003_MIP,62,3,0,NT-GFP_Cen5-ZF2b
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,1,3,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,2,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,3,3,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,4,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,5,3,4,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,6,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,7,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,8,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,9,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,10,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,11,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,12,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,13,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,14,3,4,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,15,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,16,3,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,17,3,4,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_1_MMStack_Pos-3-000_002_MIP,18,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,1,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,2,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,3,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,4,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,5,3,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,6,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,7,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,8,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,9,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,10,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,11,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,12,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,13,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,14,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,15,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,16,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,17,3,4,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,18,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,19,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,20,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,21,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,22,3,5,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,23,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,24,3,4,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,25,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,26,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,27,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,28,3,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,29,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,30,3,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,31,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,32,3,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,33,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,34,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,35,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,36,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,37,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,38,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,39,3,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,40,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,41,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,42,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,43,3,4,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,44,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,45,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,46,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,47,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,48,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,49,3,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,50,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,51,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,52,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,53,3,0,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,54,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,55,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,56,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,57,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,58,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,59,3,3,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,60,3,2,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF1g_2_MMStack_Pos0_MIP,61,3,1,NT-GFP_Cen7-ZF1g
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,1,2,1,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,2,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,3,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,4,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,5,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,6,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,7,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,8,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,9,2,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,10,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,11,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,12,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,13,2,6,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,14,2,4,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,15,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,16,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,17,2,4,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,18,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,19,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,20,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,21,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,22,2,5,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,23,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,24,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,25,2,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,26,2,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,27,2,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,28,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,29,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,30,2,3,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,31,2,2,NT-GFP_Cen7-ZF2h
03182025_Cen-ZF_IF-FISH,03182025_Cen-ZF_IF-FISH_NT-GFP_Cen7-ZF2h_1_MMStack_Pos-4-002_001_MIP,32,2,1,NT-GFP_Cen7-ZF2h
